1,レコンキスタ: リスボン攻防戦が終結。ポルトガルが、ムーア人の勢力下からリスボンを奪回（1147年）,1147
2,百年戦争: アジャンクールの戦い（1415年）,1415
3,ローマ＝ベルリン枢軸形成（1936年）,1936
4,台湾光復（1945年）,1945
5,古寧頭の戦いが始まる（1949年）,1949
6,朝鮮戦争: 北朝鮮側に中国人民義勇軍が参戦（1950年）,1950
7,八海事件の第三次控訴審で4人の被告全員に無罪判決。事件から17年9か月後（1968年）,1968
8,国際連合総会で中華人民共和国招請及び中華民国追放決議案を可決（1971年）,1971
9,第一次オイルショック: 石油メジャー5社が原油の10%供給削減を通告（1973年）,1973
10,グレナダ侵攻（1983年）,1983
11,コンゴ共和国で、ドニ・サスヌゲソがパスカル・リスバ大統領を追放し、自ら大統領に就任（1997年）,1997
